transid	transname                        	subsysid	trantype	tranmode	tranlevel	runmode	comlinetype	msgtype	vermacflg	vertellerflg	verbranchflg	rsvflag1	rsvflag2	rsvflag3	rsvflag4	rsvflag5	rsvflag6	rsvitem1                         	rsvitem2                         	rsvitem3                         	rsvitem4                         	rsvitem5                         	rsvitem6                         
341060 	理财签约信息维护                 	mms     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	0       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
341050 	理财产品存续期购买               	mms     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	0       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
341041 	计算赎回收益率                   	mms     	        	        	         	1      	           	       	0        	2           	2           	0       	0       	0       	0       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
341040 	理财产品提前赎回                 	mms     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	0       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
341031 	理财撤销查询                     	mms     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	1       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
341030 	理财交易撤单                     	mms     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
341022 	计算理财金额                     	mms     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
341021 	查询理财账户信息                 	mms     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	0       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
341020 	理财产品购买                     	mms     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	0       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
341010 	理财产品签约                     	mms     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	0       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpmmssrv                         
333333 	帐户查询                         	dps     	        	        	         	1      	           	       	0        	2           	2           	1       	0       	1       	        	        	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
330502 	根据科目账号查名称               	drs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330501 	准备金代码查询                   	drs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	1       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330032 	模拟测试                         	drs     	        	        	         	       	           	       	0        	0           	0           	0       	        	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330031 	模拟测试                         	drs     	        	        	         	       	           	       	0        	0           	0           	0       	        	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330030 	准备金缴存帐务查询               	drs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330028 	准备金缴存帐务维护               	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330026 	准备金缴存帐务新建               	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330025 	准备金折算查询                   	drs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330024 	准备金折算修改删除               	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330023 	准备金折算新建                   	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330020 	准备金缴存查询                   	drs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330019 	准备金缴存处理                   	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330017 	准备金缴存范围新建               	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330016 	存款准备金周期查询               	drs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330015 	准备金执行周期维护               	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330013 	准备金执行周期新建               	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330012 	存款准备金率查询                 	drs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330009 	存款准备金率新建                 	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330008 	存款准备金率维护                 	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330005 	准备金查询                       	drs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330004 	存款准备金代码新建               	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
330003 	准备金修改删除                   	drs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tpdrssrv                         
321101 	备付金查询二                     	pub     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tppubsrv                         
321100 	备付金查询一                     	pub     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tppubsrv                         
321026 	内部定期存款提前支取确认         	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321025 	备付金转定期存款                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321024 	备付金转定期存款                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321023 	备付金转定期存款                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321022 	备付金转定期存款                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321021 	备付金转定期存款                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321015 	查询单笔借款信息                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321014 	借款登记簿查询打印               	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321013 	备付金调剂登记簿查询打印         	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321012 	定期存款登记簿查询打印           	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321011 	还款明细查询打印                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321010 	借款登记簿查询打印               	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321009 	备付金调剂确认                   	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321008 	备付金调剂                       	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321007 	内部定期存款提前支取             	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321006 	备付金转定期存款                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321005 	查询未结清拆借信息               	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321004 	归还系统内借款                   	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321003 	资金拆借确认                     	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321002 	资金拆借确认                     	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
321001 	系统内借款                       	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
313607 	长期待摊费用交易明细查询         	fgs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	1       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313606 	长期待摊费用明细查询             	fgs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313605 	机构明细限额查询                 	fgs     	        	        	         	1      	           	       	0        	2           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313604 	单机构总限额查询                 	fgs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313603 	营业费用明细查询                 	fgs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313602 	营业费用明细查询                 	fgs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313601 	营业费用限额余额查询             	fgs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313111 	营业费用隔日冲正                 	fgs     	        	        	         	       	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313108 	长期待摊费用原值调整             	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313107 	长期待摊费用摊销隔日冲正         	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313106 	长期待摊费用手工摊销             	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313105 	长期待摊费用记账                 	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313104 	营业费用冲抵                     	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313103 	营业费用分解                     	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313102 	营业费用分摊                     	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313101 	营业费用记账                     	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313011 	长期待摊费用明细查询             	fgs     	0       	0       	0        	1      	0          	0      	0        	0           	0           	0       	        	0       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313010 	长期待摊费用单笔明细查询         	fgs     	        	        	         	1      	           	       	0        	0           	0           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313009 	长期待摊费用参数维护             	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313008 	长期待摊费用参数多笔查询         	fgs     	        	        	         	1      	           	       	0        	0           	0           	1       	1       	0       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313007 	长期待摊费用参数单笔查询         	fgs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313006 	长期费用登记薄维护               	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313002 	机构信息查询                     	fgs     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313001 	营业费用限额设置                 	fgs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
313000 	机构信息查询                     	fgs     	        	        	         	0      	           	       	0        	0           	0           	0       	0       	0       	        	1       	        	                                 	                                 	                                 	                                 	                                 	tpfgssrv                         
312020 	备付金调剂机构查询               	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312019 	查询分行信息                     	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312015 	查询未确认备付金信息             	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312014 	查询备付金调剂账户               	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312013 	计算提前支取利息                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312012 	查询内部定期存款信息             	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312011 	查询产品类型、利率               	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312010 	大小写金额转换                   	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312009 	查询内部账信息                   	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312008 	获取机构信息-转定期存款          	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312007 	查询单笔借款信息                 	ifs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312006 	计算利息                         	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312005 	查询机构信息                     	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312004 	查询机构信息                     	ifs     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpifssrv                         
312003 	根据借款类型查询利率信息         	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	                                 
312002 	根据合同编号查询拆借信息         	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
312001 	计算到期日                       	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311026 	同业存放审批                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311023 	存放同业收息                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311022 	同业拆出付息                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311021 	同业拆出还息                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311019 	存放同业收回                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311018 	存放同业建立                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311013 	同业拆借登记薄查询               	ofs     	        	        	         	1      	           	       	0        	0           	2           	1       	0       	0       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311011 	同业拆入还款                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311010 	同业拆入新建                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311008 	同业拆出还款                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311007 	同业拆出新建                     	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311006 	查询客户信息、额度信息           	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
311005 	同业拆出额度-查询                	ofs     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpofssrv                         
